,username,text
8195,ttwn sacramento,camp fire closure in  oroville on     both nb sb between durham pentz rd and before pearson rd  traffic  
8196,scott daly,so green last july  but   summers later  dreading to think what this looks like right now with the fires burning through this whole area   the paramount ranch which was razed is on the    
8197,elise som,my heart is broken  for cali  my best friend and my godchildren just got evacuated from their home  every year the fires  and droughts get stronger  are you still wondering if    
8198,mult co fire ems log,med   medical at      block of ne    th ave  portland  or  portland fire  rp                    pdx   
8199,mult co fire ems log,med   medical at      block of sw boundary st  portland  or  portland fire  rp                    pdx   
8200,jennifer galardi,i was at point dume thursday just before the fire raged on malibu  we never know what s waiting around the corner  we can t predict the future  stay present  hold your loved ones tight     
8201,vashti whitfield, isee remarkable and powerful shot of some of the fire fighters in malibu  gratitude and huge weighty   almost breathless acknowledgement to all those who are out there in the world being    
8202,jared stapp, campfire part    the wildfire is likely now the deadliest and most destructive in ca history  today the death count was raised to     with     people still unaccounted for           
8203,jared stapp, campfire part i  the wildfire is likely now the deadliest and most destructive in ca history  today the death count was raised to     with     people still unaccounted for           
8204,mult co fire ems log,med   medical at       block of se holgate blvd  portland  or  portland fire  rp                    pdx   
8205,mult co fire ems log,med   medical at      block of ne  nd ave  portland  or  portland fire  rp                    pdx   
8206,mult co fire ems log,lock   locked in out at     block of ne weidler st  portland  or  portland fire  rp                    pdx   
8207,ren  radusky  mlis      ,when smoke and ash keep you indoors all weekend    richmond  california   
8208,mult co fire ems log,med   medical at      block of se belmont st  portland  or  portland fire  rp                    pdx   
8209,jon hyllested,carol   eliminating threats with fire   again   twd
8210,jessica reid,my heart exploded when just cera asked me to design her afterparty wedding jumpsuit   my majestic virgo soul sister with fire in your hair and your heart  m   i am so happy for you and    
8211,mult co fire ems log,med   medical at      block of ne    nd ave  portland  or  portland fire  rp                    pdx   
8212,mult co fire ems log,med   medical at      block of se   th ave  portland  or  portland fire  rp                    pdx   
8213,mult co fire ems log,med   medical at      block of se hawthorne blvd  portland  or  portland fire  rp                    pdx   
8214,kk lafournaise  ,smoke from fires in butte county lingers and reminds me to keep praying for our beautiful state of california and all who are affected  by the wildfires  a special prayer for our fighters    
8215,mme meets world,this was from last friday  it was about    miles from where we took off and while we did our best to avoid the  campfire  smoke we still got into a bit of it and the whole plane turned    
8216,johanna van dam   , pnw  fire  fall  easy  river  warm  wa   nespelem  washington   
8217,mult co fire ems log,med   medical at      block of sw jefferson st  portland  or  portland fire  rp                    pdx   
8218,mult co fire ems log,ta    traffic accident    st response  fire   ems  at eb st johns brg at   midspan  portland  or  portland fire  rp                  
8219,arielle kebbel,update  drivers needed  thank you to everyone who s graciously donated supplies for those in need during these socal fires  if you re in la and wondering how you can help  check you re    
8220,mult co fire ems log,med   medical at      block of nw kearney st  portland  or  portland fire  rp                    pdx   
8221,ashleigh henry,spent yesterday morning out on the water with benwauer kayaking around point lobos  still waters in whaler s cove before the wind picked up and the smoke really rolled in to the peninsula     
8222,jun,child dusk night  you can see the smoke from the camp fires still laying low  stay warmand stay safe   junpower     junpower  photography  dusk  california  campfiresmoke  fire    
8223,virginia schneider,apocalyptic fires         acres burned     cantained  over         thousand evacuees      tonight  woolseyfire  socal  wildfire  nature  outdoors  naturaldisaster  california    
8224,tanya beatty,smoke from fires obscuring downtown l a  last night    runyon canyon   los angeles   hollywood   
8225,mult co fire ems log,med   medical at      block of sw broadway   portland  or  portland fire  rp                    pdx   
8226,edrialyse,dobby is a free elf  out in the smoke i go    sacramento  california   
8227,heather,hey gorgeous friends i want to let you all know that there is an auction happening on here to help those affected by the fires   go to   malibu or swipe thru the pictures to see how    
8228,brian velasquez,drinking  the exorcism of rich ackerman by  clownshoesbeer   paradise       
8229,barbara warner,hero facing the battle pray for the fire to go out    agoura hills  california   
8230,mult co fire ems log,med   medical at       block of se bush st  portland  or  portland fire  rp                    pdx   
8231,wildfire bot  ca    unofficial   , hickoreyfire unofficial new fire report  details uncertain   sanbernardinocounty  near lake arrowhead  ca     mi ene of los angeles  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com crmycbzzbm
8232,wildfire bot  ca    unofficial   , campfire unofficial update          acres      contained    buttecounty  at yankee hill  ca     mi n of sacramento  ca  see officials for safety info  may be incorrect  disclaimers in images pic twitter com  uckivdmas
8233,mult co fire ems log,med   medical at      block of sw beaverton hillsdale hwy  portland  or  portland fire  rp                    pdx   
8234,mult co fire ems log,med   medical at      block of se flavel st  portland  or  portland fire  rp                    pdx   
8235,mult co fire ems log,med   medical at      block of sw bond ave  portland  or  portland fire  rp                    pdx   
8236,the pressroom   mercantile at box sf,please read and help us      california is burning  people are dying and while the camp fire is the worst in california history already  it s still spreading   southern california is    
8237,mult co fire ems log,ta    traffic accident    st response  fire   ems  at sb i  fwy so   n rosa parks way  portland  or  portland fire  rp                  
